title,href,context
[問卦] 為何gay會性騷擾，女同就不會,https://www.ptt.cc/bbs/Gossiping/M.1614303517.A.0AF.html,"如題，常常在新聞上看到噁心大叔猥褻男童或性騷擾直男的新聞，但女同性騷擾的新聞卻
從來沒看過，明明都是同性戀怎麼差那麽多，有沒有卦？

"
[問卦] 性騷擾案例探討，想聽大家的看法,https://www.ptt.cc/bbs/Gossiping/M.1614222042.A.F78.html,"魯蛇我過去曾經在某家大飯店當宴會廳臨時外場工讀生

遇上了一件算小小性騷擾事件

但是主角不是我  我只是旁觀者

而且當事人似乎都是高職未成年學生

情節也不嚴重  當作看看就過去了

那家飯店的臨時外場

除了成年人  還有不少高職學生課餘來打工

宴會廳工作結束  大家排隊等著領工資

然後一些人就聊天起來

有一個男學生似乎是問女生名字還是女生自己自介

她說：我是○ㄙㄨˋㄌㄢˊ

男生不知道受誰的影響就在那邊喊

男：樹懶叫、樹懶叫、樹懶叫

女：那我水獺

男：樹懶叫

然後女生有點生氣，氣氛就變得有點詭異

過了幾分鐘

女生開口了，要那男生過來

女：過來

男生就乖乖過去

女生就拿手機敲男生的頭然後罵了一句

女：幹你娘機掰

這件事就這樣結束了

大概都是未成年

「性騷擾」情節不嚴重

事情就這樣過去了

學生才會拿別人名字開玩笑

出社會的人通常是不會拿別人名字開玩笑的

想聽聽大家的看法？
"
[問卦] 為什麼很少聽到同志之間性騷擾,https://www.ptt.cc/bbs/Gossiping/M.1614175800.A.272.html,"同志在臺灣有越來越多的趨勢

即使有男同志性騷擾的新聞

被騷擾的受害者通常是異性戀

為什麼很少聽到男同志之間的性騷擾事件呢

有沒有這方面的八卦


"
[問卦] 以檢查肌肉為名的性騷擾，成立嗎？,https://www.ptt.cc/bbs/Gossiping/M.1614060213.A.53D.html,"如題我問一下各位哦

班上有個完美陽光女生

以檢查肌肉為名對我進行摸來摸去的性騷擾，

如果我心中小鹿亂撞的，這樣還算成立要件嗎？

https://i.imgur.com/heEoZPy.jpg  有沒有法學卦？

"
[問卦] 女權為啥都知道必定是性騷擾,https://www.ptt.cc/bbs/Gossiping/M.1613836591.A.678.html,"我很好奇
女權每次看完女孩兒說的
就知道100%是性騷擾

是有上帝視角還是通天眼

然後嘴正常人說以後你女兒未來就不要怎樣怎樣

有沒有想過生物學50%會生兒子欸
還是你們生兒子出來就掐死

生母殺子罪哦，雖然半年以上五年以下而已，但也是不好的行為捏不要亂來

所以以後你們不幸生了兒子又不幸被指控性騷擾，你是要馬上認定他100%性騷擾的意思
嗎


0.0..？


"
Re: [問卦] 交往後還會被告性騷擾嗎？,https://www.ptt.cc/bbs/Gossiping/M.1613788197.A.9CD.html,"※ 引述《masterbation》之銘言
: 剛剛揉到一半
: 問女友我這樣你會不會告我啊
: 她笑著說有可能會啊
: 雖然她應該在開玩笑
: 但我真的很好奇
: 如果哪一天她一個不爽
: 想要搞我
: 這樣蹷U去到底成不成立？
: 沒在幻想
: 1+1=2
: 有沒有卦？

肏 這世道很多賤女人的

今天被幹到爽到翻白眼 明天反過來告你性侵

男生真的要好好保護自己

打砲時行房記錄器不可少 不幸被告的時候才可以拿出證據來

"
[問卦] 交往後還會被告性騷擾嗎？,https://www.ptt.cc/bbs/Gossiping/M.1613787359.A.9CD.html,"剛剛揉到一半
問女友我這樣你會不會告我啊
她笑著說有可能會啊
雖然她應該在開玩笑
但我真的很好奇
如果哪一天她一個不爽
想要搞我
這樣下去到底成不成立？
沒在幻想
1+1=2
有沒有卦？

"
Re: [問卦] 三斤問雞排妹這樣亂點鴛鴦譜算不算性騷擾呢？,https://www.ptt.cc/bbs/Gossiping/M.1613734138.A.88D.html,"※ 引述《chirex (4%大魔導士)》之銘言：
: https://www.facebook.com/chenyi326/posts/10219515307615874
: 就黃士修跑去雞排妹那留言，
: 被雞排妹回說
: https://imgur.com/NN37FfM.jpg
: 陳沂看到就回
: 不知道這樣亂點鴛鴦譜算不算性騷擾呢？
: 以雞排妹ili鄭家純和鬼才阿水Awater的定義來看，是吧？
: 就某些人的定義來說，
: 這樣在公眾面前亂點鴛鴦譜，是對當事人不尊重，
: 把當事人視為一種貨物隨意讓人挑選，
: 不可取。
: 反正當事人認為主觀是性騷擾就是了。
: 所以黃士修也跑去發了一篇文說雞排妹性騷擾她。
: https://www.facebook.com/hyuui/posts/10222767400069581
: 這…，
: 大家怎麼看？
: ==
: 我只想看戲。


你少亂講

真正適合的是

黃士修   愛莉莎莎

兩人都清大的   光學歷就門當戶對了

也都參與過聖戰   一個是數學  一個是醫學

當然愛莉莎莎是完敗

土條我忘記當初勝負了



如果比外貌

我也不覺得土條會輸那日本人

只是胖了點   瘦下來一定不會輸




真心期待這二位在一起

這樣版上才有更多的梗可以講

"
[問卦] 影片阿伯會被告性騷擾嗎?,https://www.ptt.cc/bbs/Gossiping/M.1613733651.A.AF2.html,"嗨!鄉民們好  我魯魯辣!

最近女權me too崛起

剛看一部女女互毆影片
https://www.youtube.com/watch?v=MkkhrUOGoDg

發現阿伯很會勸架
https://i.imgur.com/L8sntth.jpg
https://i.imgur.com/lMPiUgZ.jpg

好像不小心摸胸又摸腿

不知最後會不會出事了阿伯?!

影片阿伯會被告性騷擾嗎?

有沒有卦?

"
[問卦] 現在已經沒有人CARE性騷擾惹嗎?,https://www.ptt.cc/bbs/Gossiping/M.1613717144.A.5AF.html,"
是說 一個月前

全台壟罩在性騷擾的風暴中

肥宅人人自危 怕一個眼神對上就被提告

還怕10年前不經意的舉動

造成女性當事人一輩子不可抹滅的陰影

怎麼才過一個月

現在就沒人在乎女性權益了? 有掛?

"
[問卦] 三斤問雞排妹這樣亂點鴛鴦譜算不算性騷擾呢？,https://www.ptt.cc/bbs/Gossiping/M.1613712275.A.5CB.html,"https://www.facebook.com/chenyi326/posts/10219515307615874

就黃士修跑去雞排妹那留言，

被雞排妹回說

https://imgur.com/NN37FfM.jpg

陳沂看到就回

不知道這樣亂點鴛鴦譜算不算性騷擾呢？

以雞排妹ili鄭家純和鬼才阿水Awater的定義來看，是吧？


就某些人的定義來說，

這樣在公眾面前亂點鴛鴦譜，是對當事人不尊重，

把當事人視為一種貨物隨意讓人挑選，

不可取。

反正當事人認為主觀是性騷擾就是了。

所以黃士修也跑去發了一篇文說雞排妹性騷擾她。

https://www.facebook.com/hyuui/posts/10222767400069581


這…，

大家怎麼看？


==
我只想看戲。


"
Re: [問卦] 雞排妹性騷擾怎麼突然沒後續了？,https://www.ptt.cc/bbs/Gossiping/M.1613703719.A.6FE.html,"※ 引述《foog19960628 (ming0107)》之銘言：
: 自從only you開完記者會
: 去鬧場之後
: 怎麼就沒後續了
: 是在醞釀什麼嗎
: 還是就不了了之了
: 有沒有八卦


那沒有後續？

現在不是要開什麼『me too』展覽嗎？


結果黃士修跟陳沂後來也跳出來說雞排妹性騷擾他們。

https://ent.ltn.com.tw/news/breakingnews/3440756

被雞排妹稱適合跟黃士修結婚 陳沂打臉：按你邏輯這算不算性騷？

https://tw.appledaily.com/entertainment/20210218/PIVYBR5F6ZAYBEHN3S6SX766IE/
黃士修槓上雞排妹！她一句話　控「我被性騷擾了」


這下才真的精彩了。

不曉得這兩個人的故事會不會被加到那個『me too』展內？


互相傷害啊？

"
Re: [問卦] 雞排妹性騷擾怎麼突然沒後續了？,https://www.ptt.cc/bbs/Gossiping/M.1613703632.A.96C.html,"※ 引述《foog19960628 (ming0107)》之銘言：
: 自從only you開完記者會
: 去鬧場之後
: 怎麼就沒後續了
: 是在醞釀什麼嗎
: 還是就不了了之了
: 有沒有八卦


除了這個還有一個要追的
就是她告醫美診所的那個案子

醫美診所給她量身打造瘦身手術
結果這傢伙8年後
說不滿意

8年！
8年！
8年！

https://www.chinatimes.com/realtimenews/20201226004196-260402?chdtv


可以再不要臉一點
募資搞個醫美特展出來
讓大家metoo一下

順便推銷飛機杯

"
[問卦] 雞排妹性騷擾怎麼突然沒後續了？,https://www.ptt.cc/bbs/Gossiping/M.1613703012.A.6EC.html,"自從only you開完記者會

去鬧場之後

怎麼就沒後續了

是在醞釀什麼嗎

還是就不了了之了

有沒有八卦

"
Re: [問卦] 小時候拉女生肩帶為什麼不會被說性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1613699128.A.E47.html,"欸欸
瑞凡
那時候
大家才剛學會穿奶罩
很多人都亂穿
像我一樣有強迫症
設計師人格的
最受不了就是
前面女生
肩帶翻轉這種事
一開始我都會好心勸說
她們有時候會乖乖調好
不調的時候
我就自己來了
至於背扣扣錯的也很多
這個我就不擅長
我只會解
不會幫忙扣
謝謝

"
[問卦] 小時候拉女生肩帶為什麼不會被說性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1613698589.A.A00.html,"
記得以前國小國中時候 下課時間都會有男生

去拉女生肩帶在放開彈回去

女生都會被彈的哇哇叫還會追著男生打

那為什麼長大之後拉肩帶會變性騷擾？

"
[問卦] 本人疑似被懷疑性騷擾了，怎辦?,https://www.ptt.cc/bbs/Gossiping/M.1613612672.A.E48.html,"肥宅我平常早餐都點大冰奶

今日突發奇想點了大冰珍奶

結果到辦公室後我跟同事說剛剛那個珍奶好圓好Q好黑  根本咬不動

剛說完我就被會計小姐瞪了

我才想到會計小姐的名字叫做李X珍

她該不會誤會我了吧!?

我現在躲在男廁所發文

才剛開工第二天而已耶

我該怎麼辦?

"
Re: [問卦] 乃哥都沒有過緋聞跟性騷擾？,https://www.ptt.cc/bbs/Gossiping/M.1613569000.A.E7A.html,"※ 引述《ray90910 (Blackbird)》之銘言：
: 小弟看到曾國城又捲入騷擾疑雲
: 突然想到他曾經的好搭檔
: 乃至尊-乃哥
: 突然發現
: 乃哥似乎沒有傳過任何緋聞
: 連跟哪個女星毛手毛腳好像都沒有被傳過
: 乃哥是不是其實人算是滿正派的啊？
: 有八卦嗎？

https://youtu.be/6jPqp_oYSss
剛剛看到乃哥跟.國棟.統神.貝利莓打麻將這一部
11:31乃哥似乎摸了莓姨的屁屁= =
不知道是不是無意的
不過還好不是雞O妹啦
不然就要換乃哥開記者會了= =
https://i.imgur.com/1IH0JJC.png


"
Re: [問卦] 雞排妹：已有500位女孩向我通報性騷擾,https://www.ptt.cc/bbs/Gossiping/M.1613536097.A.062.html,"我看到標題的第一反應

居然是飲冰室茶集文展-.-

到時候真的辦成了

會不會一堆鄉民跳出來說

欸欸這篇是我蝦掰的笑死

欸欸這篇是X大寫的啦

各種認親啊

"
"[問卦] 若有男孩紙曾被性騷擾,請在此回報",https://www.ptt.cc/bbs/Gossiping/M.1613529535.A.D96.html,"若有男孩紙曾被性騷擾,請在此回報

大家好

若有男孩紙

曾主觀或客觀被性騷擾,

感到不舒服

請在此回報











"
